id,url,datasets,fact_count
98b4ecd6-e748-587e-b35a-0f8cf6a6c963,https://news.booking.com/bookingcom-debuts-agentic-ai-innovations-adding-to-its-robust-suite-of-genai-tools-for-customers/,"[""ai_features""]",1
c0a025af-ee34-574f-b34f-3c6c3604dd3f,https://news.booking.com/bookingcom-enhances-travel-planning-with-new-ai-powered-features--for-easier-smarter-decisions/,"[""ai_features"", ""strategy_events""]",2
2038f2b0-d024-5240-8660-e96ed3852afd,https://news.booking.com/bookingcom-launches-new-ai-trip-planner-to-enhance-travel-planning-experience/,"[""ai_features"", ""strategy_events""]",2
954397b9-b4d4-568b-b5db-7dbf50c09906,https://openai.com/index/booking-com/,"[""ai_features""]",1
88fad957-5d28-53cb-bcde-69ea67fb56bd,https://openai.com/index/chatgpt-plugins/,"[""ai_features"", ""strategy_events""]",3
953cfdd6-388f-5470-b9b4-588267f5e45a,https://partnerships.booking.com/news-and-insights/building-connected-trip,"[""strategy_events""]",1
4bc96f65-d2fc-5310-813d-f22ffc59747e,https://pitchbook.com/profiles/company/168877-09,"[""strategy_events""]",1
a3cf5733-d827-57b7-b763-46c7e9385231,https://s201.q4cdn.com/865305287/files/doc_financials/2022/q4/BKNG-Earnings-Release-Q4-2022.pdf,"[""rival_financials""]",1
91668cbf-8dc0-5a26-aa17-e88f48a5fbe7,https://s202.q4cdn.com/757635260/files/doc_financials/2025/q3/Earnings-Release-Q3-2025_FINAL.pdf,"[""rival_financials""]",1
21c1986f-0981-5859-8131-6fc0a16abf2f,https://s22.q4cdn.com/850749348/files/doc_financials/2022/q4/4Q22-Earnings-PR.pdf,"[""rival_financials""]",1
9c7d2a8d-ee85-5090-be1e-fd85727e32eb,https://shorttermrentalz.com/news/expedia-announces-restructuring/,"[""strategy_events""]",1
86570f0b-515d-526c-9544-141d8ad9e629,https://sis.gov.eg/en/media-center/news/fitch-egypt-to-welcome-1776m-tourists-by-end-of-2025-1856m-in-2026/,"[""inbound_tourism"", ""region_metrics""]",3
1e6e96aa-9f91-58c6-8e86-d89d6b40a498,https://skift.com/2023/03/03/why-trip-com-thought-it-needed-a-generative-ai-chatbot/,"[""ai_features""]",1
1d320863-dc84-5b6e-a002-8ecfcb7ec63f,https://skift.com/2023/06/27/booking-com-chooses-openai-not-google-bard-for-generative-ai-rollout/,"[""ai_features"", ""strategy_events""]",2
391ff44a-0336-517f-9223-158df3c5199e,https://skift.com/2024/02/14/airbnb-and-ai-brian-chesky-sees-new-verticals-like-amazon-and-apple/,"[""strategy_events""]",1
616d0bef-11ca-566f-abf4-2b66fc29bd98,https://skift.com/2024/02/26/expedia-to-layoff-nearly-9-of-workforce-in-latest-downsizing/,"[""strategy_events""]",1
2f41409f-4cc2-5cdd-b230-6ad598fded80,https://skift.com/2024/10/30/booking-coms-ai-trip-planner-got-a-big-update-heres-how-it-works/,"[""ai_features""]",1
74607b26-985c-5229-8583-a67ed30d03f1,https://skift.com/2024/12/05/taiwans-kkday-raises-70-million-whats-next-for-this-travel-experiences-platform/,"[""rival_financials""]",1
bbd88404-386e-519c-9734-ef9b9efe6d70,https://skift.com/2025/01/24/saudi-hits-record-tourist-arrivals-needs-faster-pace-to-reach-70-million-target/,"[""inbound_tourism"", ""region_metrics""]",3
6bd82d9b-4933-5223-881c-cbf10a65376d,https://skift.com/2025/11/10/klook-ipo-global-travel-experiences-future/,"[""strategy_events""]",1
83fa678d-de37-5003-99a0-3d6217d0876d,https://skift.com/2026/05/19/makemytrip-takes-steps-toward-india-ipo/,"[""strategy_events""]",1
40addcdf-7d46-5e3b-87e3-d80f3de0fabe,https://stan.stb.gov.sg/content/stan/en/tourism-statistics.html,"[""inbound_tourism"", ""region_metrics""]",2
51352f76-c242-5614-98f1-f028553d07d4,https://stat.gov.pl/en/topics/culture-tourism-sport/,"[""inbound_tourism""]",1
89c614bc-a344-5d88-8565-9427f978c3f2,"https://stat.gov.pl/en/topics/culture-tourism-sport/tourism/tourism-in-2023,1,21.html","[""inbound_tourism"", ""region_metrics""]",2
37710dd9-5388-55b8-9585-2b3721c67929,"https://stat.gov.pl/en/topics/culture-tourism-sport/tourism/tourism-in-2024,1,22.html","[""inbound_tourism"", ""region_metrics""]",2
6ee9f5cd-6f00-5844-98bf-1676f3d51b5f,https://statbase.org/data/nga-inbound-tourism-arrivals/,"[""inbound_tourism"", ""region_metrics""]",2
427dc93a-04b9-5a89-8e0a-79ff32724654,https://statistics.jnto.go.jp/en/graph/,"[""inbound_tourism""]",3
0c544a86-9cdf-557b-b85e-01f0ddd722ec,https://techcrunch.com/2021/04/15/flipkart-to-acquire-online-travel-firm-cleartrip/,"[""strategy_events""]",1
fe12b69b-7d5c-5f0e-9a14-c3d64a332bf7,https://techcrunch.com/2021/10/14/softbank-backed-travel-tech-startup-yanolja-acquires-korean-e-commerce-company-interpark/,"[""strategy_events""]",1
3e18fbbf-8780-5bec-a1a6-5a0876fa25de,https://techcrunch.com/2025/05/02/airbnb-is-quietly-rolling-out-an-ai-customer-service-bot-in-the-us/,"[""ai_features""]",1
b96bc570-d82e-5eac-ae03-c381f994cf49,https://techcrunch.com/2026/05/20/airbnb-gets-into-hotels-expands-ai-for-host-onboarding-and-customer-support/,"[""ai_features"", ""strategy_events""]",2
a93f3177-3796-5c30-b864-d8e77e0ec9ed,https://techwireasia.com/2023/04/the-new-face-of-travel-generative-ai-transformative-impact-on-tourists-and-talent/,"[""strategy_events""]",1
7271c8eb-123f-5623-bc45-078fd7c6be96,https://tourism.gov.in/sites/default/files/2024-02/India%20Tourism%20Statistics%202023-English.pdf,"[""inbound_tourism"", ""region_metrics""]",2
618bea5a-9c00-536f-9eb1-505b6f1497f2,https://tourism.gov.in/sites/default/files/2025-03/India%20Tourism%20Data%20Compendium%202024_0.pdf,"[""inbound_tourism"", ""region_metrics""]",2
d61bb936-d454-56ef-8c0b-f7d5191504e1,https://tradingeconomics.com/brazil/tourist-arrivals,"[""inbound_tourism"", ""region_metrics""]",2
d2742fcc-fe2a-54a1-9761-21902fde7b28,https://tradingeconomics.com/egypt/tourism-revenues,"[""market_growth""]",3
b8c57a09-527a-5474-9dfa-fb5de53dcda1,https://travelweekly.com.au/klook-files-for-ipo-gives-insight-into-global-experience-market/,"[""rival_financials""]",2
94cf2ce1-7f7a-5416-8e05-da2ef3e1b823,https://vocal.media/trader/australia-online-travel-bookings-market-steadies-toward-usd-15-9-billion-by-2034,"[""market_growth""]",2
2e086b92-51a4-586b-a659-9b9c16f11de1,https://www.abs.gov.au/statistics/industry/tourism-and-transport/overseas-arrivals-and-departures-australia/latest-release,"[""inbound_tourism""]",1
b27daf4a-1f2c-5146-827b-1af852b833ce,https://www.bancaditalia.it/media/notizia/survey-on-international-tourism-2024/,"[""region_metrics""]",1
026de737-9e7f-59bc-bfc3-76cf4ef37abb,https://www.bancaditalia.it/statistiche/tematiche/rapporti-estero/turismo-internazionale/index.html,"[""region_metrics""]",1
a9afebec-f7dd-5928-b376-4db87d9b48de,https://www.bloomberg.com/news/videos/2024-10-11/priceline-ceo-on-ai-agent-penny-s-new-voice-feature-video,"[""ai_features""]",1
5c61e3e7-06b5-58e5-a38c-f439e206c90c,https://www.bookingholdings.com/about/history/,"[""strategy_events""]",2
3b07c0b5-7d01-518c-aa93-68dd30a9c548,https://www.bookingholdings.com/press-releases/booking-holdings-intends-to-appeal-european-commission-decision-to-prohibit-the-companys-acquisition-of-etraveli-group/,"[""strategy_events""]",1
e67d704e-9dfa-542e-b9e1-afd965cc1bcd,https://www.bookingholdings.com/wp-content/uploads/2024/02/BKNG-Earnings-Release-Final.pdf,"[""rival_financials""]",1
c3637c2c-9ff0-5d90-8111-021bdbaa63a9,https://www.bps.go.id/en/publication/2023/05/12/4dcc6b622ae0c4e7ea6a61e8/international-visitor-arrival-statistics-2022.html,"[""inbound_tourism""]",1
1a7e6557-58ad-535d-bfbc-43438cc0ad7c,https://www.bps.go.id/en/publication/2024/04/05/0ba2b8f3f4f15dd18799f0c0/international-visitor-arrival-statistics-2023.html,"[""inbound_tourism"", ""region_metrics""]",2
c0a4c236-a448-5c09-b338-439fd0659070,https://www.bps.go.id/en/publication/2025/03/20/a85d584df19ea65a5e2b3d0b/international-visitor-arrival-statistics-2024.html,"[""inbound_tourism"", ""region_metrics""]",2
e697a02a-c3fd-5980-b54d-7fa9c82199c7,https://www.businesswire.com/news/home/20240208695141/en/Expedia-Group-Announces-CEO-Transition-Plan,"[""strategy_events""]",1
4a98406d-5526-5cf2-bd85-20bc4195022a,https://www.businesswire.com/news/home/20240530646233/en/Yatra-Online-Inc.-Announces-Results-for-the-Three-Months-and-Year-Ended-March-31-2024,"[""rival_financials""]",1
b32a8fa8-ef40-5962-8725-3c7e3899a9c2,https://www.businesswire.com/news/home/20240902973073/en/Yatra-Doubles-Down-on-Corporate-Travel-with-the-Acquisition-of-Globe-Travels-Solidifying-its-Leadership-Position,"[""strategy_events""]",1
5067d301-a76a-5a76-90d8-c8122f049658,https://www.businesswire.com/news/home/20250217645629/en/eDreams-ODIGEOs-Prime-Surpasses-7-Million-Members-Amid-Strong-Expansion-as-Worlds-Largest-Travel-Subscription,"[""strategy_events""]",1
d8f71608-2e09-5ea1-8d53-960825a2311d,https://www.businesswire.com/news/home/20260217777911/en/MakeMyTrip-Deepens-AI-First-Strategy-with-OpenAI-Collaboration,"[""ai_features"", ""strategy_events""]",2
550c037b-c9e1-5964-a040-6488d59c1d8d,https://www.bwhotelier.com/article/makemytrip-clocks-record-98-billion-in-gross-bookingsmakemytrip-clocks-record-98-billion-in-gross-bookings-for-fy25-for-fy25-556790,"[""rival_financials""]",1
eaef6e9a-75cf-5e4a-85a9-cc3d8d0c33e3,https://www.campusfrance.org/en/actu/2024-annee-record-pour-le-tourisme-international-en-france,"[""inbound_tourism"", ""region_metrics""]",3
979ee0a9-0ccb-5b2e-a39b-936abebb4a29,https://www.cbinsights.com/company/skypicker/financials,"[""rival_financials""]",1
1c928ba0-8a55-55ef-8c18-4552d3819c83,https://www.cfodive.com/news/booking-uses-ai-to-slash-customer-service-costs-cfo-says/812624/,"[""ai_features""]",1
050de30d-cc21-52db-9593-3a8ae262701a,https://www.chittorgarh.com/ipo/easemytrip-ipo/1089/,"[""strategy_events""]",1
aae222b4-4b47-55d1-9b14-a0bd2fd58232,https://www.chittorgarh.com/ipo/yatra-online-ipo/1507/,"[""strategy_events""]",1
ffdee869-41ef-5228-8604-d9fc70ca43e6,https://www.cleartrip.com/press/releases/2024/cleartrip-charts-a-paradigm-shift-in-corporate-travel-with-the-launch-of-the-new-corporate-travel-management-product-out-of-office-ooo/,"[""ai_features"", ""strategy_events""]",2
f6afc131-ebfd-5590-bda4-354525613391,https://www.costar.com/products/benchmark/resources/press-releases/us-hotel-performance-september-2024,"[""region_metrics""]",1
